BEACON,DAS,ROPEN,RBALNO,LST_R_OPEN,RBAL,RLIMIT,TOPEN,TBALNO,MOF,RBAL_LIMIT,EQLIMIT,EQBAL,EQHIGHBAL,EQCURBAL,BCLIMIT,BCBAL,IHIGHBAL,ICURBAL,UNSECLIMIT,UNSECBAL,MTHIGHBAL,MTCURBAL,BCOPEN,YEARS_RES,CHILDREN,EST_INC,HOME_VALUE,HOME_INC,HOME_ED,PRCNT_WHIT,PRCNT_PROF,DOB_MONTH,DOB_YEAR,AGE_INFERR,SEX,MARRIED,BUYER<P>,BCBAL1,BCBAL2
715,136,7,3,6.0,152.0,7353.0,5,6949.0,165,1,,,,,,,9315.0,6797.0,1590.0,0.0,69858.0,68998.0,,3.0,1,87499.5,66,31,120,99,8,0.0,61.0,35,M,M,1,,
729,376,7,7,14.0,6069.0,27176.0,8,10541.0,140,1,,,,,23174.0,5574.0,6439.0,4472.0,,,,,,3.0,0,62499.5,66,31,120,99,8,0.0,62.0,35,M,U,1,8.62604759632832,82.0
777,-128,4,3,14.0,1543.0,11142.0,5,22433.0,224,0,,,,,7500.0,545.0,25000.0,20864.0,1500.0,724.0,,,,15.0,0,62499.5,68,31,120,94,21,,,42,M,U,1,6.302618975744905,30.0
702,254,3,2,4.0,14643.0,18122.0,7,100838.0,250,2,,,49751.0,32848.0,15000.0,13122.0,30783.0,16534.0,3122.0,1521.0,77450.0,62545.0,,7.0,1,87499.5,72,38,120,98,23,0.0,47.0,42,M,M,1,9.482121694896287,91.0
716,194,3,2,10.0,4908.0,22432.0,3,4908.0,219,0,,,,,9000.0,4420.0,5735.0,0.0,,,46500.0,43912.0,,3.0,0,62499.5,69,30,120,99,18,0.0,52.0,42,M,M,1,8.394121193826242,78.0
703,241,6,4,5.0,14538.0,33160.0,6,27935.0,139,3,,,,,30800.0,14350.0,15640.0,13397.0,2000.0,0.0,69350.0,67366.0,,4.0,0,42999.5,66,31,120,99,8,11.0,64.0,35,M,U,1,9.571574905170932,92.0
713,151,6,6,48.0,4888.0,17449.0,9,13190.0,216,2,,,,,13200.0,3609.0,21011.0,8286.0,3630.0,970.0,,,,6.0,0,42999.5,66,31,120,99,8,0.0,41.0,57,M,M,1,8.191463051326927,73.0
740,202,4,2,14.0,3979.0,17960.0,5,10253.0,171,1,,,,,12500.0,173.0,11370.0,6245.0,5460.0,3806.0,57050.0,52880.0,,6.0,1,62499.5,66,34,120,98,18,0.0,61.0,35,M,M,1,5.159055299214529,13.0
701,300,4,3,3.0,4787.0,26184.0,5,124059.0,268,0,,,28075.0,21460.0,8800.0,1805.0,28075.0,21460.0,10000.0,1989.0,,,,0.0,1,62499.5,54,29,120,96,14,0.0,53.0,42,M,U,1,7.498869733976931,57.0
773,104,5,4,4.0,2557.0,27062.0,4,2557.0,247,0,,,,,12000.0,131.0,,,5000.0,2208.0,,,,6.0,0,42999.5,88,39,120,98,25,0.0,56.0,42,M,M,1,4.882801922586371,11.0
706,255,5,5,4.0,14205.0,21962.0,9,22127.0,171,3,,,,,8700.0,2628.0,33600.0,7922.0,10762.0,10639.0,78800.0,77778.0,,4.0,0,62499.5,69,30,120,99,18,0.0,54.0,42,M,M,1,7.874358824729881,66.0
672,169,5,4,14.0,19232.0,34633.0,7,19344.0,268,1,20633.0,17102.0,,,11100.0,1907.0,,,,,53000.0,50518.0,,5.0,0,42999.5,69,30,120,99,18,0.0,52.0,42,M,M,1,7.553810852008231,59.0
737,189,4,3,26.0,3322.0,18370.0,7,70951.0,258,0,,,,,15382.0,3322.0,32094.0,23652.0,,,,,,6.0,0,62499.5,69,34,120,99,24,0.0,43.0,57,M,M,1,8.108623268354595,71.0
715,347,2,2,3.0,502.0,1520.0,4,13295.0,123,1,,,,,,,17478.0,12793.0,800.0,413.0,45900.0,44745.0,,1.0,0,87499.5,72,38,120,98,23,0.0,64.0,35,M,U,1,,
693,264,2,2,55.0,7593.0,9300.0,3,22147.0,165,2,,,,,9300.0,7593.0,15799.0,14554.0,,,,,,3.0,1,42999.5,69,30,120,99,18,0.0,63.0,35,M,U,1,8.935113740791747,87.0
742,274,11,8,2.0,2312.0,45356.0,10,10218.0,167,0,,,,,32700.0,1777.0,11895.0,7906.0,,,57200.0,49694.0,,7.0,1,87499.5,72,38,120,98,23,,,42,M,M,1,7.48324441607385,57.0
734,384,2,0,5.0,0.0,2443.0,2,26329.0,4,0,,,,,,,29167.0,26329.0,1363.0,0.0,,,,4.0,0,42999.5,68,31,120,94,21,0.0,43.0,57,F,U,1,,
709,121,4,4,6.0,5440.0,13400.0,5,8003.0,241,1,,,,,5600.0,2709.0,13270.0,2563.0,,,,,,4.0,0,42999.5,66,31,120,99,8,,,42,M,M,1,7.904703913873747,67.0
780,-17,6,2,18.0,960.0,30385.0,3,960.0,149,0,,,,,25500.0,960.0,,,4500.0,0.0,64000.0,31930.0,,4.0,0,87499.5,68,32,120,95,18,,,42,M,U,1,6.8679744089702925,42.0
780,164,6,5,2.0,1095.0,32808.0,6,1095.0,186,0,,,,,27500.0,980.0,,,2400.0,8.0,58800.0,56630.0,,4.0,0,62499.5,69,34,120,99,24,0.0,47.0,42,M,U,1,6.8885724595653635,42.0
742,79,4,1,5.0,365.0,4989.0,2,2278.0,280,0,,,,,2500.0,0.0,6125.0,1913.0,,,,,,1.0,1,87499.5,72,38,120,98,23,0.0,50.0,42,M,M,1,0.0,0.0
710,312,7,3,22.0,2342.0,24883.0,7,34176.0,185,0,,,,,14450.0,1332.0,52680.0,31834.0,5400.0,0.0,71103.0,65675.0,,6.0,1,62499.5,68,31,120,94,21,0.0,60.0,35,M,M,1,7.195187320178709,50.0
712,247,5,4,9.0,4804.0,27736.0,6,36534.0,235,0,,,,,20700.0,4790.0,13843.0,7905.0,,,,,,2.0,0,87499.5,69,34,120,99,24,0.0,46.0,42,M,M,1,8.474494436883122,80.0
741,302,9,5,4.0,2825.0,28189.0,10,119252.0,156,0,,,,,15100.0,2721.0,15704.0,10363.0,1834.0,0.0,,,,2.0,1,62499.5,68,32,120,95,18,0.0,62.0,35,M,M,1,7.909122183211411,67.0
767,9,5,3,95.0,5508.0,32776.0,5,5528.0,413,1,,,,,19900.0,5508.0,,,,,62900.0,54442.0,,9.0,0,87499.5,122,55,130,96,34,,,57,M,M,1,8.614138397472717,82.0
716,254,7,7,15.0,4376.0,14366.0,7,4376.0,15,3,,,,,1500.0,1478.0,,,9300.0,1744.0,,,,2.0,0,42999.5,103,40,140,94,39,0.0,44.0,57,F,U,1,7.2991214627108,52.0
781,-7,2,2,47.0,958.0,7426.0,2,958.0,123,1,,,,,7100.0,775.0,,,,,,,,9.0,1,87499.5,135,80,150,95,45,0.0,62.0,35,M,M,1,6.654152520183219,37.0
738,167,2,2,56.0,619.0,6967.0,4,663.0,135,0,,,,,,,,,,,115000.0,112000.0,,0.0,0,62499.5,156,66,150,90,44,0.0,60.0,35,M,M,1,,
734,292,4,2,15.0,9472.0,12116.0,3,9472.0,91,1,,,,,1400.0,12.0,,,10716.0,9460.0,54000.0,47235.0,,5.0,1,87499.5,103,44,140,92,39,0.0,63.0,35,M,U,1,2.5649493574615367,2.0
720,439,5,4,3.0,1626.0,9285.0,9,37593.0,193,0,,,,,4261.0,736.0,55385.0,35967.0,,,124000.0,121000.0,,4.0,0,87499.5,103,44,140,92,39,0.0,52.0,42,M,U,1,6.602587892189336,36.0
704,283,2,1,7.0,6813.0,9300.0,3,23093.0,155,1,,,,,,,32016.0,16280.0,,,130000.0,127000.0,,2.0,1,62499.5,103,44,140,92,39,0.0,58.0,42,M,M,1,,
751,161,3,3,46.0,1066.0,21100.0,4,1088.0,115,0,,,,,13400.0,925.0,,,,,,,,3.0,0,62499.5,87,41,140,91,34,,,42,M,U,1,6.8308742346461795,41.0
717,143,5,4,44.0,642.0,21610.0,5,642.0,247,1,,,,,,,,,2760.0,288.0,112000.0,108000.0,,4.0,0,87499.5,103,40,140,94,39,0.0,53.0,42,M,U,1,,
755,217,2,2,81.0,3416.0,6800.0,2,3416.0,209,1,,,,,6300.0,3059.0,,,500.0,357.0,,,,2.0,0,62499.5,87,41,140,91,34,0.0,48.0,42,M,M,1,8.026170194946426,69.0
771,-88,3,2,47.0,1557.0,8710.0,2,1557.0,355,0,,,,,8000.0,1510.0,,,310.0,47.0,,,,0.0,0,87499.5,193,57,140,99,55,,,42,M,U,1,7.32052696227274,53.0
716,340,6,5,2.0,6098.0,20082.0,8,30970.0,100,2,,,,,12540.0,5563.0,29298.0,24872.0,,,97200.0,94718.0,,2.0,0,62499.5,96,65,130,88,23,6.0,52.0,42,M,U,1,8.624072553043334,82.0
719,247,6,3,21.0,622.0,20000.0,6,1044.0,163,0,,,,,15000.0,289.0,6861.0,422.0,5000.0,333.0,105000.0,99216.0,,4.0,0,62499.5,103,40,140,94,39,0.0,54.0,42,M,M,1,5.66988092298052,19.0
783,41,1,0,29.0,0.0,0.0,1,0.0,245,0,,,,,,,,,,,75900.0,45642.0,,4.0,0,87499.5,103,40,140,94,39,0.0,31.0,57,M,M,1,,
720,232,2,1,13.0,8015.0,9812.0,4,28888.0,142,1,,,,,,,33817.0,20873.0,9812.0,8015.0,91150.0,89689.0,,0.0,0,87499.5,103,44,140,92,39,,,42,M,M,1,,
752,91,3,1,26.0,1550.0,8825.0,2,1550.0,215,0,,,,,8700.0,1550.0,,,,,60000.0,59097.0,,4.0,0,62499.5,103,40,140,94,39,5.0,44.0,57,M,M,1,7.346655163176539,53.0
718,396,3,0,3.0,0.0,9020.0,1,0.0,108,0,,,59700.0,56905.0,5000.0,0.0,,,,,,,,5.0,0,42999.5,85,47,150,80,42,12.0,62.0,35,M,U,1,0.0,0.0
718,114,5,3,30.0,8336.0,23003.0,4,68657.0,121,2,,,,,11500.0,4314.0,,,7003.0,98.0,,,,,0,62499.5,96,31,140,83,37,0.0,49.0,42,M,M,1,8.36985260351753,77.0
692,233,7,4,2.0,1529.0,21027.0,6,5406.0,172,0,,,23235.0,3877.0,8527.0,1295.0,23235.0,3877.0,,,126000.0,126000.0,,2.0,0,62499.5,103,44,140,92,39,0.0,58.0,42,M,U,1,7.16703787691222,49.0
704,253,12,4,18.0,328.0,27124.0,4,328.0,246,0,,,,,15101.0,325.0,,,5770.0,2.0,,,,7.0,0,42999.5,133,53,140,90,38,0.0,48.0,42,M,M,1,5.786897381366708,21.0
696,180,6,4,18.0,16827.0,32624.0,8,21007.0,410,3,,,,,16500.0,6277.0,23572.0,3928.0,11000.0,6900.0,73200.0,70022.0,,3.0,0,87499.5,112,45,140,99,14,0.0,39.0,57,M,M,1,8.744806737401898,85.0
768,282,5,2,3.0,54.0,20650.0,3,54.0,350,0,,,,,18500.0,10.0,,,,,59600.0,58177.0,,10.0,1,87499.5,100,59,140,85,52,0.0,32.0,57,M,M,1,2.3978952727983707,2.0
718,108,7,5,11.0,4815.0,18110.0,9,28349.0,142,1,,,,,11413.0,3498.0,48998.0,23484.0,,,,,,3.0,1,62499.5,103,44,140,92,39,0.0,60.0,35,M,M,1,8.160232492367689,73.0
729,102,3,2,2.0,9526.0,14611.0,3,9720.0,1,2,,,,,13351.0,8323.0,,,,,,,,0.0,0,87499.5,88,48,140,93,43,0.0,45.0,42,M,M,1,9.026898187513526,88.0
707,203,8,3,5.0,745.0,37868.0,4,745.0,159,0,,,,,14682.0,519.0,,,18000.0,226.0,119000.0,115000.0,,1.0,1,87499.5,122,55,130,96,34,0.0,59.0,35,M,M,1,6.253828811575473,29.0
750,129,2,1,46.0,1178.0,17328.0,3,1211.0,110,0,,,,,,,,,15828.0,1178.0,39000.0,27529.0,,7.0,0,42999.5,69,30,120,99,18,,,42,F,U,1,,
771,150,4,1,4.0,859.0,12768.0,2,859.0,276,0,,,,,1800.0,859.0,,,8700.0,0.0,,,,4.0,0,42999.5,58,29,120,80,16,0.0,43.0,57,M,U,1,6.756932389247553,39.0
710,359,4,3,35.0,7397.0,13750.0,5,7397.0,21,1,,,,,11500.0,6691.0,,,2250.0,706.0,78096.0,76978.0,,4.0,0,62499.5,58,29,120,80,16,,,42,M,U,1,8.808668062106715,85.0
738,164,4,4,4.0,3133.0,13008.0,4,3133.0,284,1,,,,,7500.0,2605.0,,,1224.0,120.0,,,,0.0,0,42999.5,69,33,120,94,20,,,42,M,U,1,7.8655717576847906,66.0
713,318,12,10,9.0,14232.0,28725.0,10,14232.0,241,8,,,,,14554.0,9743.0,,,9350.0,4081.0,,,,2.0,0,42999.5,56,33,120,98,7,0.0,52.0,42,M,M,1,9.184406989949679,90.0
745,110,2,2,8.0,1779.0,14000.0,2,1779.0,5,0,,,,,14000.0,1779.0,,,,,,,,3.0,0,62499.5,63,26,120,98,19,,,42,M,M,1,7.484368643286131,57.0
685,187,6,2,10.0,195.0,19614.0,8,24093.0,391,0,,,,,6100.0,13.0,37826.0,20566.0,9000.0,182.0,238000.0,230000.0,,3.0,0,62499.5,63,26,120,98,19,,,42,M,M,1,2.6390573296152584,2.0
715,193,4,4,12.0,7246.0,19155.0,6,17204.0,239,3,,,,,9504.0,7025.0,27200.0,9958.0,9400.0,33.0,,,,15.0,1,42999.5,65,27,120,98,20,1.0,41.0,57,M,M,1,8.857372832825773,86.0
743,362,1,0,8.0,0.0,2500.0,1,1016.0,163,0,,,,,,,45096.0,1016.0,2500.0,0.0,,,,6.0,0,42999.5,63,26,120,98,19,,,42,M,M,1,,
764,26,4,3,20.0,3113.0,18169.0,6,117169.0,475,1,,,,,9000.0,745.0,,,3005.0,2262.0,,,,2.0,0,62499.5,63,26,120,98,19,,,42,M,M,1,6.61472560020376,36.0
692,261,0,0,,,,2,14572.0,145,0,,,,,,,,,,,65800.0,64285.0,,2.0,0,42999.5,65,27,120,98,20,0.0,52.0,42,M,M,1,,
723,117,5,4,9.0,1854.0,25382.0,5,2894.0,205,0,,,,,13850.0,1475.0,1040.0,1040.0,7500.0,379.0,,,,10.0,0,42999.5,65,27,120,98,20,,,42,M,U,1,7.297091005160418,52.0
738,152,5,1,11.0,994.0,30111.0,3,194050.0,241,0,,,,,8000.0,0.0,14438.0,56.0,18500.0,994.0,,,,7.0,1,62499.5,55,26,120,98,22,,,42,M,M,1,0.0,0.0
725,156,2,0,37.0,0.0,5100.0,1,0.0,140,0,,,,,,,,,,,37900.0,32527.0,,2.0,0,42999.5,63,26,120,98,19,0.0,55.0,42,M,U,1,,
715,249,2,1,9.0,1021.0,6200.0,2,27659.0,424,0,,,,,,,,,2200.0,1021.0,,,,3.0,0,62499.5,63,26,120,98,19,,,42,M,U,1,,
748,94,5,4,15.0,3542.0,23871.0,5,18217.0,23,0,,,,,9000.0,1997.0,18000.0,14675.0,4200.0,620.0,,,,1.0,0,87499.5,63,26,120,98,19,5.0,31.0,57,M,U,1,7.599901959208498,60.0
693,299,3,3,11.0,7647.0,15030.0,7,56625.0,260,2,,,,,13500.0,6759.0,64438.0,48978.0,,,,,,15.0,0,62499.5,65,27,120,98,20,,,42,M,M,1,8.81877816903701,86.0
762,320,6,3,12.0,482.0,9611.0,4,482.0,188,0,,,,,3515.0,297.0,,,,,57750.0,52827.0,,7.0,0,87499.5,111,44,140,91,38,12.0,44.0,57,M,M,1,5.697093486505405,19.0
704,263,7,7,10.0,23140.0,32059.0,8,23140.0,219,5,,,,,23200.0,16843.0,,,6582.0,5829.0,109000.0,107000.0,,5.0,0,62499.5,97,42,120,97,38,0.0,58.0,42,M,U,1,9.73174978928182,92.0
724,426,3,2,19.0,2320.0,4242.0,3,12009.0,324,1,,,,,2100.0,1947.0,9895.0,9689.0,,,,,,2.0,0,62499.5,97,42,120,97,38,0.0,40.0,57,M,U,1,7.5745584842024805,59.0
720,139,4,3,8.0,4470.0,16989.0,5,13414.0,189,1,,,,,7589.0,3447.0,15793.0,8686.0,9400.0,1023.0,,,,6.0,0,87499.5,90,48,130,94,39,0.0,50.0,42,M,M,1,8.145549631783584,72.0
763,73,3,1,5.0,1805.0,7689.0,2,1805.0,250,0,,,,,7500.0,1805.0,,,,,19600.0,12363.0,,7.0,0,87499.5,135,58,140,99,58,0.0,53.0,42,M,M,1,7.498869733976931,57.0
734,371,5,2,2.0,1699.0,9152.0,4,14444.0,248,0,,,,,3500.0,404.0,13797.0,10571.0,,,,,,15.0,1,87499.5,135,58,140,99,58,0.0,42.0,57,M,M,1,6.003887067106539,24.0
705,113,6,5,40.0,6432.0,15901.0,6,6432.0,191,2,,,,,9000.0,4693.0,,,1500.0,100.0,106000.0,97718.0,,4.0,0,87499.5,114,39,140,96,34,0.0,50.0,42,M,M,1,8.454040376410969,79.0
719,159,7,6,10.0,6419.0,9900.0,7,9141.0,102,3,,,,,,,18151.0,2722.0,,,,,,2.0,0,42999.5,111,44,140,91,38,0.0,57.0,42,F,U,1,,
754,221,1,1,8.0,126.0,173.0,2,126.0,170,1,,,,,173.0,126.0,,,,,,,,1.0,0,42999.5,86,43,120,95,31,,,42,M,U,1,4.844187086458591,10.0
734,208,6,4,3.0,17869.0,36950.0,7,42573.0,295,3,,,,,13251.0,5151.0,40807.0,24704.0,20699.0,12707.0,82000.0,65228.0,,12.0,0,87499.5,105,57,150,93,48,0.0,43.0,57,M,U,1,8.54714026778419,81.0
731,286,4,3,24.0,1916.0,19483.0,5,5999.0,134,0,,,,,14875.0,1916.0,5000.0,4083.0,,,71250.0,67481.0,,0.0,1,62499.5,90,48,130,94,39,7.0,39.0,57,M,M,1,7.558516743045645,59.0
696,137,3,3,6.0,4151.0,10349.0,6,50737.0,445,2,,,,,5000.0,1415.0,,,,,97000.0,94722.0,,5.0,0,87499.5,86,43,120,95,31,0.0,35.0,57,M,U,1,7.255591274253665,51.0
785,29,2,1,20.0,785.0,6648.0,2,785.0,226,0,,,,,,,,,2760.0,785.0,52450.0,51924.0,,6.0,0,87499.5,86,43,120,95,31,0.0,51.0,42,M,M,1,,
736,234,9,7,14.0,7048.0,32695.0,10,16403.0,30,3,,,,,17600.0,4452.0,9323.0,9323.0,,,95439.0,94074.0,,3.0,1,62499.5,86,43,120,95,31,8.0,48.0,42,M,M,1,8.401333305321703,78.0
699,213,6,4,34.0,5358.0,21104.0,8,11612.0,248,1,,,,,5600.0,72.0,26125.0,13940.0,10000.0,5286.0,,,,15.0,0,62499.5,90,48,130,94,39,0.0,45.0,42,M,M,1,4.290459441148391,7.0
782,142,0,0,,,,3,22892.0,91,0,,,,,,,32852.0,22892.0,,,67400.0,59854.0,,7.0,0,62499.5,106,48,140,97,40,0.0,48.0,42,M,U,1,,
758,110,6,2,5.0,2548.0,23775.0,4,11057.0,131,1,,,,,5615.0,204.0,15006.0,8459.0,6000.0,2344.0,,,,5.0,0,62499.5,86,43,120,95,31,0.0,52.0,42,M,M,1,5.3230099791384085,15.0
707,181,2,1,96.0,1441.0,10500.0,2,1441.0,249,0,,,,,6000.0,1441.0,1050.0,0.0,,,59000.0,36357.0,,3.0,0,62499.5,114,39,140,96,34,,,42,M,U,1,7.273786317844895,52.0
752,128,5,2,7.0,7182.0,18215.0,3,7182.0,29,2,,,,,15500.0,6565.0,,,,,83150.0,74887.0,,2.0,1,87499.5,88,45,140,90,33,0.0,53.0,42,M,M,1,8.789660098061537,85.0
742,274,2,1,94.0,600.0,4100.0,4,7539.0,172,0,,,,,,,9891.0,6939.0,500.0,0.0,83500.0,82112.0,,1.0,1,42999.5,97,42,120,97,38,0.0,57.0,42,M,M,1,,
713,216,4,1,44.0,3547.0,21477.0,3,15908.0,206,1,,,,,20700.0,3547.0,15559.0,12361.0,,,100000.0,95708.0,,9.0,0,87499.5,114,39,140,96,34,0.0,45.0,42,M,M,1,8.17413934342947,73.0
778,154,3,2,22.0,665.0,20900.0,2,665.0,188,0,,,,,11400.0,665.0,,,9500.0,0.0,,,,0.0,0,62499.5,91,52,140,93,47,0.0,52.0,42,M,M,1,6.501289670540389,34.0
724,6,4,3,12.0,16627.0,25523.0,4,16663.0,214,1,,,,,23500.0,16600.0,,,,,,,,8.0,0,62499.5,91,48,120,98,17,0.0,54.0,42,M,M,1,9.717218213494077,92.0
705,206,2,0,8.0,0.0,2300.0,2,3689.0,196,0,,,,,2000.0,0.0,11395.0,3689.0,,,95050.0,87840.0,,6.0,1,42999.5,106,48,140,97,40,0.0,57.0,42,M,M,1,0.0,0.0
730,370,5,4,8.0,1337.0,16700.0,8,11340.0,250,1,,,,,8100.0,1180.0,16699.0,10003.0,6500.0,157.0,91500.0,87451.0,,6.0,0,87499.5,113,60,140,97,44,0.0,36.0,57,M,M,1,7.074116816197362,47.0
709,235,6,3,5.0,3124.0,14120.0,3,3124.0,119,1,,,,,7800.0,1577.0,,,1500.0,1340.0,,,,2.0,0,42999.5,114,39,140,96,34,,,42,M,M,1,7.363913501405819,54.0
674,193,5,4,23.0,10937.0,16244.0,5,10937.0,94,3,,,,,3400.0,2998.0,,,11844.0,7779.0,57800.0,57017.0,,1.0,0,42999.5,84,31,120,98,11,,,42,M,U,1,8.00603417874901,69.0
723,296,2,1,10.0,75.0,3380.0,2,75.0,274,0,,,,,,,,,,,72600.0,68338.0,,5.0,0,42999.5,113,60,140,97,44,0.0,41.0,57,F,U,1,,
695,242,5,4,4.0,440.0,6768.0,7,10322.0,127,0,,,,,,,15750.0,9102.0,4914.0,284.0,,,,1.0,0,62499.5,55,25,120,94,18,,,42,F,U,1,,
779,77,3,1,11.0,98.0,22900.0,1,98.0,103,0,,,,,12900.0,98.0,,,10000.0,0.0,,,,0.0,0,42999.5,50,28,120,91,11,,,42,M,U,1,4.59511985013459,9.0
699,202,5,4,3.0,2072.0,11172.0,5,4314.0,163,2,,,,,6900.0,1133.0,3634.0,2242.0,,,,,,7.0,0,42999.5,55,27,110,98,14,,,42,M,M,1,7.033506484287697,46.0
767,82,2,1,77.0,176.0,10500.0,1,176.0,124,0,,,,,5000.0,176.0,,,5500.0,0.0,,,,7.0,1,62499.5,62,32,120,96,34,,,57,M,U,1,5.176149732573829,13.0
692,157,4,4,30.0,9091.0,14534.0,5,9091.0,231,3,,,,,8200.0,6708.0,,,1978.0,1280.0,24900.0,16464.0,,15.0,0,42999.5,39,23,110,99,17,0.0,39.0,57,M,U,1,8.811205187562887,85.0
789,91,8,3,6.0,273.0,32336.0,3,273.0,530,0,,,,,17300.0,206.0,,,10000.0,0.0,,,,3.0,0,62499.5,54,29,120,96,14,,,57,F,U,1,5.332718793265369,15.0
728,370,7,4,2.0,2789.0,23355.0,6,5352.0,371,1,,,,,13500.0,1651.0,9052.0,2563.0,3500.0,894.0,78000.0,72513.0,,4.0,0,42999.5,45,30,120,93,26,,,57,M,M,1,7.409741954080923,55.0
720,377,1,1,64.0,1408.0,1679.0,2,1408.0,179,1,,,,,,,,,1679.0,1408.0,69250.0,68259.0,,2.0,1,42999.5,55,25,120,94,18,0.0,55.0,42,M,M,1,,
741,412,4,2,3.0,408.0,10543.0,4,1383.0,30,2,,,,,10000.0,0.0,975.0,975.0,,,,,,15.0,0,42999.5,31,12,120,15,16,,,57,M,M,1,0.0,0.0
754,52,4,3,36.0,2862.0,30636.0,6,25957.0,160,0,,,,,26100.0,2611.0,28504.0,23095.0,,,56000.0,49500.0,,10.0,1,42999.5,55,25,120,94,18,,,42,M,M,1,7.867871490396322,66.0
735,48,2,0,17.0,0.0,3900.0,0,0.0,105,0,,,,,3900.0,0.0,,,,,,,,15.0,0,42999.5,50,29,120,99,24,,,42,M,M,1,0.0,0.0
759,-79,1,0,96.0,0.0,2200.0,1,0.0,138,0,,,,,2200.0,0.0,20000.0,17377.0,,,20000.0,17377.0,,15.0,0,62499.5,50,29,120,99,24,,,57,M,M,1,0.0,0.0
711,252,7,4,6.0,8010.0,18020.0,6,14955.0,215,2,,,34846.0,34360.0,17104.0,7952.0,10008.0,6945.0,,,,,,1.0,0,62499.5,53,33,120,79,28,0.0,41.0,57,M,U,1,8.981304494957135,88.0
774,380,2,1,29.0,96.0,4972.0,2,432.0,60,0,,,,,4400.0,96.0,478.0,336.0,,,,,,1.0,1,42999.5,85,34,140,92,38,10.0,60.0,35,M,M,1,4.574710978503383,9.0
696,38,4,2,3.0,600.0,2566.0,3,613.0,241,2,,,,,950.0,578.0,,,,,,,,3.0,0,42999.5,28,21,110,68,5,,,57,M,M,1,6.361302477572996,31.0
756,290,6,6,3.0,6633.0,19402.0,7,6633.0,229,1,,,,,8086.0,4559.0,,,5000.0,530.0,15250.0,8692.0,,15.0,1,62499.5,53,33,120,79,28,,,57,M,M,1,8.425077902508432,79.0
723,208,2,2,8.0,456.0,2960.0,2,456.0,19,0,,,,,,,,,,,,,,,0,42999.5,55,25,120,94,18,0.0,48.0,42,F,U,1,,
748,275,6,3,1.0,105.0,14220.0,4,105.0,265,1,,,,,6274.0,34.0,,,5000.0,40.0,35000.0,10284.0,,15.0,1,62499.5,80,34,120,86,41,0.0,60.0,35,M,M,1,3.5553480614894135,4.0
755,151,4,1,22.0,512.0,14800.0,1,512.0,193,0,,,,,9000.0,512.0,,,5617.0,0.0,49500.0,0.0,,8.0,1,62499.5,85,34,140,92,38,,,42,M,M,1,6.240275845170769,28.0
714,180,0,0,,,,0,,169,0,,,,,,,,,,,,,,5.0,0,62499.5,47,33,120,98,19,,,42,M,M,1,,
726,241,2,2,66.0,11592.0,13800.0,5,41356.0,184,2,,,,,13800.0,11592.0,37936.0,29764.0,,,,,,1.0,0,62499.5,51,31,120,98,27,,,42,M,M,1,9.358156746670401,91.0
735,181,7,5,3.0,5318.0,19017.0,5,5318.0,180,2,,,,,12000.0,5071.0,,,5000.0,0.0,,,,4.0,0,42999.5,53,30,120,94,32,8.0,47.0,42,M,M,1,8.531490496117062,81.0
729,210,2,2,99.0,796.0,2776.0,2,796.0,241,0,,,,,2500.0,795.0,,,,,,,,15.0,0,42999.5,82,21,120,78,40,,,42,M,U,1,6.679599185844383,38.0
701,296,4,3,2.0,4457.0,9025.0,5,6577.0,425,2,,,,,2500.0,2503.0,2317.0,2068.0,5700.0,1145.0,,,,15.0,0,42999.5,51,31,120,98,27,,,42,M,U,1,7.825644732219989,65.0
763,69,3,1,17.0,334.0,6565.0,2,334.0,114,0,,,,,6000.0,334.0,25000.0,22916.0,,,25000.0,22916.0,,3.0,1,42999.5,53,30,120,94,32,0.0,46.0,42,M,M,1,5.814130531825066,21.0
732,211,3,2,85.0,690.0,13100.0,2,690.0,189,0,,,,,9900.0,644.0,,,,,,,,2.0,0,62499.5,122,53,130,98,43,0.0,46.0,42,M,U,1,6.4692503167957724,33.0
716,350,2,2,13.0,830.0,8160.0,3,830.0,98,0,,,,,,,,,6000.0,812.0,43200.0,39874.0,,1.0,1,42999.5,58,38,120,97,31,,,42,M,M,1,,
694,165,0,0,,,,1,,196,0,,,,,,,26600.0,21126.0,,,26600.0,21126.0,,3.0,1,42999.5,36,17,120,70,25,0.0,59.0,35,U,U,1,,
755,160,2,2,14.0,709.0,1689.0,2,709.0,2,1,,,,,,,,,,,,,,3.0,0,42999.5,47,33,120,98,19,,,42,M,U,1,,
727,320,3,1,14.0,436.0,9582.0,3,4086.0,82,0,,,,,8700.0,436.0,31700.0,23261.0,,,23000.0,19611.0,,11.0,0,42999.5,51,31,120,98,27,0.0,68.0,35,M,M,1,6.07993319509559,26.0
716,231,5,3,29.0,2134.0,11386.0,6,65196.0,236,1,,,,,8189.0,2061.0,24000.0,21192.0,,,24000.0,21192.0,,1.0,0,42999.5,58,38,120,97,31,,,42,F,U,1,7.631431664576906,60.0
732,296,0,0,,,,0,,96,0,,,,,,,,,,,,,,3.0,1,42999.5,64,32,120,95,24,,,42,M,M,1,,
710,309,3,2,2.0,4083.0,15085.0,2,4083.0,247,1,,,,,5000.0,0.0,,,10085.0,4083.0,,,,15.0,0,87499.5,122,53,130,98,43,0.0,53.0,42,M,U,1,0.0,0.0
